case_id,primary_subject,complaint_narrative,scam_type,website,screenshot_detail_url,screenshot_actual_url,screenshot_local
236,aidex.tw,"A Californian reported that they met someone on Facebook who introduced them to a crypto arbitrage trading site called aidex.tx. The Facebook friend convinced the victim that she could teach them how to make money crypto trading on aidex.tx, which promised daily returns. The woman moved the conversation to Telegram, where she guided the victim through every step of trading, including depositing and withdrawing money from their aidex.tx account. The victim deposited $5,200 on the site and believed they earned a profit of tens of thousands of dollars. However, when the victim tried to withdraw from their account, they were told they needed to pay a 30% tax on their balance. The victim has been unable to withdraw anything from their account. The site is now down.","Fraudulent Trading Platform

Pig Butchering Scam",https://aidex.tw,,,
237,bitiqs.net,"A Californian reported that they were unable to withdraw money from their crypto trading account on bitiqs.net. The victim initially sent $2,500 to the site for crypto trading. The site has since frozen the victim’s account, and they are unable to withdraw their balance. The site told the victim that they needed to pay a $500 “confirmation” fee to unfreeze their account. The victim sent the fee, but their account remained frozen. The site is now down.

Victims reported sending funds to the following addresses:
rMrBAzHAHBtY7DvkSf8JkAsxn89HBnXoLD
bc1q8varlu4ejefq480f8xu4xm0zr6fg8qmr8g93cf","Fraudulent Trading Platform

Imposter Scam","https://bitiqs.net/
https://bitiqs.net",,,
238,"Zhibite
zhibitexap.com","A Californian reported that they were introduced to a crypto trading site called zhibitexap.com by someone they met on LinkedIn named Wang. Wang told the victim they could teach them how to make large profits from crypto trading on zhibitexap.com. Wang guided the victim through setting up their account on Zhibite, and overseeing all trades and transactions.

The victim began trading by depositing $1,000 in their Zhibite account, which yielded a $200 profit that they were able to successfully withdraw. Based on this transaction, the victim moved $10,000 more into their Zhibite account, which appeared to generate a profit of about $10,000. Wang convinced the victim that the optimal trading amount on Zhibite is $50,000, so the victim took out a loan of $20,000 and transferred it to Zhibite. Wang then told the victim if they transferred $10,000 more, he would match it.

Through a series of trades, the victim believed they had earned a profit of about $85,000. However, when the victim tried to withdraw, they were told they needed to first pay a 20% service fee within three days, or a 1% late penalty would begin to accrue. The victim asked if they could pay the fee using their trading gains, but the site said the fee must be paid with separate funds. The victim paid the “service fee” but was told they needed to make additional trades to withdraw their balance. The victim made another trade that appeared to yield over $110,000 of profit. However, the site told the victim they now needed to pay a $22,000 “service fee” within two days to avoid affecting the victim’s credit score. The victim has been unable to withdraw their money and lost over $50,000 in total. The site is now down.","Fraudulent Trading Platform

Pig Butchering Scam","http://zhibitexap.com/#/home
https://zhibitexap.com
zhibitexap.com",,,
239,"LONTL Trading
Lontl-fx.com
lontl-fn.com","Three Californians reported the DeFi platform LONTL.

The first victim reported being pinged on their phone by “XiaoXiao”, who claimed to be a Singapore native that moved to California to work as a fashion designer. They continued to communicate and developed a relationship.  One day, XiaoXiao shared an investment opportunity involving their “aunt” who worked in Wall Street and managed a team of analysts that traded crypto options. Xiao Xiao said if the victim put money into a digital wallet and invested in the decentralized application (dApp), LONTL, the “aunt” could give them trading signals. To further entice the victim, XiaoXiao offered to subsidize the victim’s account on the platform. The victim transferred money and began to trade with Xiao Xiao. After several trading sessions, the victim believed their account had grown to more than $1.4 million. But, when the victim attempted to withdraw funds, the platform said that their account had been frozen and they needed to pay $73,000 to unlock it., When they expressed concern, a representative of the platform said that they would cover $30,000 if the victim put in the rest. The victim has not been able to recover their funds. 

The second victim was approached by “Rina” online who at some point talked about options trading on the LONTL platform at https://www.lontl-fx.com/#/. The victim invested $2,000 in ETH and was able to withdraw $200 from the platform. Convinced that the platform was legitimate, the victim transferred more money to platform, and after a few weeks of trading, believed their account had grown to $1.2 million. But when the victim tried to make a withdrawal, the platform said they needed to pay 10% of their account balance, or $120,000, for “comprehensive management fees”. The victim paid this in installments, but the platform only asked for more arbitrary fees. The victim has not been able to recover any funds from the platform. All told, they lost more $199,000.","Fraudulent Trading Platform

Pig Butchering Scam

Romance Scam

Signal Selling Scam","http://www.lontl-fx.com/#/
Lontl-fx.com
lontl-fn.com",,,
240,"LONTL Trading
Lontl-fx.com
lontl-fn.com
(cont.)","The third victim reported being approached online by “Anna” who claimed to be a district manager for a reputable fashion company as well as a financial advisor with a background in economics. After developing a relationship with the victim, Anna introduced the victim to the crypto trading platform, LONTL, and promised that a financial team would provide coaching services on how to invest in crypto. Under Anna’s suggestion, the victim opened an account and transferred crypto assets to the trading platform. After several rounds of trading under Anna’s instructions, the victim believed their account had grown to $174,000. The victim was even able to withdraw $11,250. But, when the victim tried to withdraw more funds, the platform demanded they pay $34,000 for “taxes”. The victim has not been able to recover the rest of their money. The LONTL platform is no longer operational.","Fraudulent Trading Platform

Pig Butchering Scam

Romance Scam","http://www.lontl-fx.com/#/
Lontl-fx.com
lontl-fn.com",,,
241,"Spike fx fast trade
spikefxfasttrade.com
Upward Fox","A Californian reported that a friend of a friend named “Sasha” reached out on Instagram and claimed to be a crypto trader.  Sasha informed the Californian that she helps people make money by trading crypto on their behalf, even guaranteeing profits within 3 hours. Under Sasha’s instructions, the victim opened a digital wallet and initially transferred $1,000 from their checking account to purchase, which they then sent to the wallet address per Sasha's direction at to 0x83cA775F45Ca6E979414e71B10F49ac7685aFEde. The victim then received a link to the website, Spikefxfasttrade.com, to register for an account. After trading on the platform for a few hours, the victim was led to believe their account grew to $15,000. But when they attempted to withdraw funds, they were not able to do so because of technical issues with the website. The victim reached out to Sasha, and she informed the victim that they needed to pay $3,500 in “mining fees” before they could make a withdrawal. Sasha assured the victim that the fee would add back into their profits and allow them to be able to withdraw all their profits. So, the victim paid the $3,500, and watched the balance of the account on the platform climb to $20,000.  But they were still not able to withdraw the funds. Then another company called Upward Fox  sent the victim an email demanded $7,000 for a “withdrawal fee”. Sasha confirmed that the $7,000 withdrawal fee was needed to release their profits, but again assured that the withdrawal fee would be added back to their account. When the victim said they couldn’t pay, they were offered a reduced withdrawal fee if they paid through PayPal or CashApp. The victim has not been able to recover any of their funds. Later, they found out the friend who Sasha claimed to know had had their Instagram account hacked. The platform is no longer operational.

Victims reported sending funds to the following address:   0x83cA775F45Ca6E979414e71B10F49ac7685aFEde","Fraudulent Trading Platform

Pig Butchering Scam","spikefxfasttrade.com
https://spikefxfasttrade.com/",,,
242,"Coin Egg
coinegg.com","A Californian reported meeting “Anna” on an online dating site. After developing a rapport, Anna eventually brought up the subject of investing in crypto. Anna referred the victim to a platform called Coinegg, claiming it offered good returns. Per Anna’s suggestion, the victim made three wire transfers of $3,000, $5,000, and $11,400 to a legitimate exchange, converted into crypto assets, and transferred them to Coinegg. But when the victim tried to withdraw funds from the platform, they were told to pay a 10% “withdrawal fee”. The victim has been unable to recover their money. The Coinegg platform is no longer operational.","Fraudulent Trading Platform

Pig Butchering Scam

Romance Scam","https://www.coinegg.com/
http://coinegg.com",,,
243,"Tether Pool Art
tetherpool.art","Two California residents reported on their experiences investing in the crypto asset trading platform, “Tether Pool.”

The first victim accessed the Tether Pool platform via the website tetherpool.art.  The victim reported depositing over $9,500 into the platform, but the website denied the victim's withdrawal request. 

The second victim reported meeting an individual online who advised them to purchase the cryptocurrency Ethereum and send it to the Tether Pool platform at thetherpool.top via the wallet address 0xd68f7E162BA2697684e544A424A0ca6886D82345. Their initial investment seemed to grow in value.

But when the victim attempted to withdraw their funds, Tether Pool’s customer service demanded they pay a tax before withdrawals could be made.  Despite paying the tax, Tether Pool’s customer service repeatedly told the victim that their withdrawal was delayed due to too many other customers’ withdrawals being processed. After several months of waiting, customer service advised the victim that their withdrawal was rejected and that they needed to pay a $30,000 “special handling fee” to expedite the withdrawal. However, two weeks later, the victim was unable to contact customer service or the individual that told them about Tether Pool to begin with. 

This victim has not recovered any of the funds they deposited on the site. These websites are no longer operational.","Fraudulent Trading Platform

Pig Butchering Scam","https://tetherpool.art/
tetherpool.art
tetherpool.top",,,
244,"bdswissasias.com
m.bdswissasias.com
(Entity impersonating the trading company BDSWiss)","A California victim reported investing through a crypto asset trading platform via the URL bdswissasias.com. The victim further reported that bdswissasias.com impersonated BDSwiss, a legitimate financial services company. 

The victim discovered bdswissasias.com after receiving unsolicited messages from a WhatsApp group called “Smith Group 15.” The group, led by a person named “David” and assisted by “Maria”, claimed to help members make significant profits through trading cryptocurrency contracts by following David's trading signals.

The victim, intrigued by the group's claims, reached out to a supposed member who boasted of making an $80,000 profit on a $60,000 investment. Motivated by the potential for high returns, the victim contacted Maria, who provided a link to the bdswissasias.com trading platform. After installing the app, Maria guided the victim through the registration process, funding the account, and making trades.","Fraudulent Trading Platform

Pig Butchering Scam

Investment Group Scam

Imposter Scam

Signal Selling Scam","https://www.bdswissasias.com/  
https://m.bdswissasias.com/#/
https://global.bdswiss.com/
bdswissasias.com
m.bdswissasias.com",,,
245,"bdswissasias.com
m.bdswissasias.com
(Entity impersonating the trading company BDSWiss)
(cont.)","Over the course of a few weeks, Maria provided trade signals that appeared to produce consistent profits. Encouraged by the initial success and seamless withdrawals to their Coinbase account, the victim decided to invest larger amounts. Eventually, they deposited $32,000, aiming to reach the $50,000 threshold required to fully join the group.   But in just 20 minutes, the victim reported that they lost the entire amount deposited into bdswissasias.com, apparently due to an open trading position going south.

The victim solicited help from the group to recover the lost funds. Over the next week, the victim rebuilt their balance to $40,000 after depositing an additional $20,000, followed by another $15,000. Following David's trading signals, the balance eventually reached $207,000. 

But when the victim tried to withdraw funds, they were told their ""credit score"" had dropped by one point and they needed to pay a $10,000 ""recharge"" fee to restore it to 100 points. After complying, they were informed that the delay had caused their score to drop further, and now an additional $50,000 was required to bring the score back to 100.

The victim has not recovered any of the $100,000 they deposited on the platform.  The website is no longer operational.

This is not to be confused with the forex & cfd trading company BDSWiss at https://global.bdswiss.com/.","Fraudulent Trading Platform

Pig Butchering Scam

Imposter Scam

Signal Selling Scam","https://www.bdswissasias.com/  
https://m.bdswissasias.com/#/
https://global.bdswiss.com/
bdswissasias.com
m.bdswissasias.com",,,
246,flrmeshworknet.us,"A California resident reported they were contacted on Twitter by someone claiming to be a popular YouTube crypto asset influencer and convinced the resident to move their conversations over to WhatsApp.  At some point, the imposter told the resident about the Flare token airdrop and convinced the resident they could claim some of these Flare tokens.  The imposter then provided the resident a link through WhatsApp at https://flrmeshworknet.us.  However, the resident received an error message after clicking the link to enter their wallet keys, and was then unable  to recover any of their money. All told, the resident reported losing $63,543.92 on this website, which is no longer operational.

Please note that airdrops are a marketing strategy that involves sending coins or tokens to wallet addresses to promote a new cryptocurrency or new token. Airdrops are often associated with the launch of a new cryptocurrency or DeFi protocol. While airdrops can be used to promote legitimate projects, DFPI urges consumers to be cautious, as there are also scams that involve the promotion of airdrops.

Victims reported sending funds to the following address:  rLEFT4k54Pd1k73iqAsA24S8rqKYv5wWrG.","Fraudulent Trading Platform

Crypto Giveaway/Airdrop Scam

Hacking

Imposter Scam

Pig Butchering Scam",https://flrmeshworknet.us,,,
247,"Friktionali.com/h5
(Entity may be impersonating the Friktion platform)","A California resident reported using a crypto asset exchange operating under the domain name https://friktionali.com/h5.  

After an initial $5,000 deposit into the exchange yielded profit, the victim increased their investment and, following a successful withdrawal, further increased their investment.  However, the victim now reports being unable to access their funds. 

All told, the victim reported losing about $100,000 on this website, which is no longer operational.

This is not to be confused with the DeFi project Friction at https://friktion.fi/.","Fraudulent Trading Platform

Imposter Scam

Pig Butchering Scam",https://friktionali.com/h5,,,
248,"h5.coinmatevip.com
(Entity Impersonating the intergovernmental organization Financial Action Task Force, FATF)","Three Californians reported about the crypto asset trading platform coinmatevip.com.

The first victim met “LinXinXin” and “Scarlett” online, who claimed to be “consortium administrators” for the crypto trading platform, h5.coinmate.vip.com and encouraged the victim to open an account. Over a period of months and under the instructions of LinXinXin and Scarlett, the victim deposited funds to the platform.  All told, they transferred $650,000 to the platform and has not been able to recover any of that.

The second victim met “Leena” via text message. Leena claimed to be a Hong Kong native that moved to Boston to work for a prominent consulting firm. After a few conversations, Leena invited the victim to join an investing group on Telegram and open a trading account at h5.coinmatevip.com. The victim then transferred crypto assets to the platform. Over the course of three months, the victim participated with members of the group chat in various option trades on the platform. At one point, the victim believed their account balance had increased to $1.1 million. But when the victim tried to withdraw their money, the platform demanded an upfront fee of $133,000.  All told, the victim transferred $330,00 to the platform and has not been able to recover any of it.

The third victim also reported being invited to join an “investment consortium” on Telegram. At the direction of the group chat, they opened an account and transferred funds to a UK-based trading platform called coinmatevp.com. After a few months, the investment group on Telegram disbanded, but the victim was still able to trade and their account experienced significant growth on the platform. But when the victim tried to withdraw funds, the platform demanded they pay “tax and consortium fee payments”. The victim paid, but coinmatevp.com informed them that their funds were frozen by the “World Anti-Money Laundering Task Force (FATF)” due to unusual trading activities and they would need to pay an additional $50,000  to confirm they were not involved in money laundering activities. At this point the victim realized that the platform is a scam and reported the incident. It is noted that the victim received the money laundering notification from coinmatevip, not the intergovernmental organization Financial Action Task Force (FATF). The victim has not been able to recover any of their money.

Victims reported sending funds to the following address:  0xba909bd6cd78bd9ba9c491d400821ff2bedd003b

The websites associated with this platform are no longer operational.","Fraudulent Trading Platform

Pig Butchering Scam

Investment Group Scam

Imposter Scam","http://h5.coinmatevip.com
h5.coinmatevip.com
https://coinmatevip.com
coinmatevip.com
coinmatevp.com",,,
249,"Coobe.im
COOBE Blockchain Technology Co Ltd","A California resident reported a crypto trading site called “coobe.im"".   After clicking on an Instagram ad, the ad redirected the victim to a WhatsApp chatroom run by a crypto trader calling himself the “Professor”.  The Professor promised to teach traders in the chatroom how to make money trading crypto on the “coobe.im” platform in exchange for a 30% commission. 

The victim deposited $200 on the site and saw their account balance steadily increase.  Over time, the victim invested more, and believed their balance grew to more than $500,000.  But when the victim tried to withdraw their money, they were told they would have to wait as there were 50,000 other withdrawal requests.  The site also told the victim they had to pay an additional 8% commission on any withdrawals.  The victim then asked for a full refund.  Coobe.im stopped responding to their request.  All told, they invested more than $14,000 on the site.

Another victim reported losing money to coobe.im through the “Professor” as well.  After using the site coobe.im for a while, the victim tried to make a withdraw about from their account.  The victim was told they should join a “Fast Track” service to expedite their withdrawal due to the long withdrawal queue.  The “Fast Track” service required that the victim wire a deposit to the site equal to the amount they wanted to withdraw.  The victim deposited the amount but was told that it was not accepted because the amount was not exactly equal to the withdrawal amount.  The victim tried to deposit additional sums twice more, and each time was told the same.  After four withdrawal attempts, the victim was told that the system rejected the withdrawal because too many accounts joined the Fast Track withdrawal service.  The site then told the victim that they could transfer an additional $60,000 to re-open the Fast Track service withdrawal.  The victim has not been able to recover more than $100,000 which they sent to the site. The coobe.im website is no longer active.",Fraudulent Trading Platform,https://coobe.im,,,
250,"Genie Pro xchange
genieproxchange.com","A Californian reported they were referred to the crypto trading site called genieproxchange.com by a Facebook friend.  The victim was told that they could make money by margin-trading Bitcoin on genieproxchange.com.  The victim sent money to the site for trading and has been unable to withdraw any of their money.  They later learned their Facebook friend's account had been hacked. The victim has not been able to recover the more than $100,000 they transferred to the website. The genieprxchange.com website is no longer active.",Fraudulent Trading Platform,http://www.genieproxchange.com/,,,
251,tnegcoin.com,"A Californian joined a WhatsApp group where they learned about a crypto platform called tnegcoin.com.  In the WhatsApp group, someone calling themselves “Professor” gave crypto trading buy/sell “signals” for the group members to trade crypto on tnegcoin.com.  Other members of the group shared that they had made a substantial sum of money from the Professor’s trading advice and had withdrawn large sums into their bank accounts.  After reading the messages on the group for several weeks, the victim reached out to the Professor to set up an account on tnegcoin.com.  The Professor’s assistant, “Eleena”, helped the victim set up the account and the victim began trading based on the Professor’s signals.  

Over time, the victim’s account balance appeared to grow to over $1.5 million.  However, when the victim tried to withdraw some of their money from their account, they were told they must first pay the Professor a $60,000 commission.  The victim tried to pay the commission using the trading gains in their account but was told they had to send the commission separately to the Professor’s crypto wallet.  The victim complied and sent the money to the Professor.  

After that, the victim tried withdraw their money but was convinced to make one more trade on the site.  This last trade resulted in a loss of the victim’s entire account balance.  The Professor then proposed that members of the WhatsApp group contribute to a joint trading account, so that the Professor could make the trades for the group himself.  The victim sent an additional $50,000 to the Professor’s crypto wallet to fund the joint account.  After the Professor and Eleena  reported that the joint account had made a huge amount of profit, the victim asked to make a withdrawal.  The Professor and Eleena then disappeared from WhatsApp.
All told, the victim lost nearly $200,000 in retirement savings on this website.  The tnegcoin.com website is no longer operational.","Fraudulent Trading Platform

Investment Group Scam

Signal Selling Scam",https://tnegcoin.com/#/,,,
252,"legionfxtrader.com
metae5exchange.com
daletrades.com","A California resident reported being approached on WhatsApp Business by “Scott”, who claimed to be a licensed crypto broker and trader. Scott encouraged the resident to invest with him through the crypto trading platform that he worked for at legionfxtrader.com. Initially, the resident made a small investment in bitcoin and was able to withdraw funds successfully. Scott then told the victim to move their crypto assets to another platform, meta5exchange.com and encouraged them to invest more, claiming he would instruct the victim how to trade. After a week of trading on the platform, the resident believed they had made a profit of $11,261. Scott urged the resident to withdraw funds, but demanded that they pay various fees first. The victim paid $2,753 in fees but was not able to withdraw any funds from the platform.

The resident was later approached by “Abbey” from another trading firm, DaleTrades.com, who claimed that Scott had actually moved their funds over to this platform because meta5exchange.com was no longer operational. The victim opened an account on DalesTrade.com and began trading with Scott on that platform. After some time on the platform, Scott urged the resident to withdraw again, which led to the resident being prompted to pay another $1,212 in fees. After paying the fee, the resident continued to be prompted by the platform’s customer support to pay additional fees. All told, the victim lost $5,999 and has been unable to recover any fees.  None of the websites they sent money to is currently operational.","Pig Butchering Scam

Fraudulent Trading Platform","http://legionfxtrader.com/
http://metae5exchange.com/
https://daletrades.com/",,,
253,"cryptocomwallettc.com
(Entity Impersonating Crypto.com)","Two California residents reported encountering a website cryptocomwallettc.com, which appears to be impersonating Crypto.com by using its logo. 

The first resident reported being approached by “Danny” on a dating app. After some conversation, the two exchanged numbers, and eventually, Danny convinced the resident to move their conversations over to WhatsApp. At some point, Danny introduced the idea of investing in bitcoin and assured the resident they could make money together. Under Danny’s guidance, the resident moved their savings into crypto and transferred funds over to the trading platform, www.cryptowallettc.com. Over time, Danny convinced the victim to deposit additional funds, even borrowing against the resident's retirement account. But when the resident attempted to withdraw funds from the platform, the platform had frozen their account and requested the resident to pay $141,000 in tax within 5 days. In total, the resident reported losing $190,000 and has been unable to recover their money. 

The second resident reported being approached by “Medge” on another dating app. After some conversation, the two exchanged numbers and began texting. At some point, Medge began introducing the resident to crypto and convinced the resident to engage in crypto trading. Medge provided step-by-step instructions through screenshots and led the resident to open an account on a crypto exchange and make several transfers to the exchange. Under Medge’s guidance, the resident then transferred $1,000 in crypto assets to the trading platform, www.cryptowallettc.com. In one night, the resident was led to believe they had earned $170 on the platform. Following this, they converted $200,000 from their savings account into crypto assets and sent it to the platform. That night, they were led to believe they had made $333,550. Medge then encouraged the victim to withdraw funds from the platform but informed them they would need to pay 20% to the IRS for taxes ($67,000) to withdraw their funds. The victim used all their savings and borrowed additional funds to send $70,000 to the platform to pay off the fees. However, the platform demanded another 10% of the victim's account balance, amounting to $53,550, as fees because of “abnormal activities.” In total, the resident reported losing $271,000 and has been unable to recover any of their money. Neither of the websites involved are currently operational.","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam","http://www.cryptowalletusd.com
www.cryptowallettc.com
http://www.cryptowalletusdt.com 
www.cryptocomwallet.xyz",,,
254,"Invest Digital FX
investdigitalfx.com","The DFPI received a complaint from an out-of-state complainant who reported being approached online by “Gie Gie”, who claimed to be a senior financial advisor. Gie Gie told the complainant about the crypto trading platform, Invest Digital FX, located at https://investdigitalfx.com. Under Gie Gie's guidance, the complainant traded crypto asset on the platform and was led to believe they were making a profit from trading. But when the victim attempted to withdraw funds from the platform, they were told they needed to pay a fee for commissions.  However, after paying the fee, they did not receive any money but were instead instructed to pay a “card fee” to activate and send the funds. The victim refused to pay, so the platform then told them they needed to open an account at a bank they recommend, which they said their other investors used to receive their profits. The complainant opened an account at the recommended bank? and deposited funds into their account. But when they tried to wire some money back to their own bank account, the bank told them to pay $2,000 in “transfer fees”. The victim has not been able to recover any funds from either the crypto trading platform or the bank.","Pig Butchering Scam

Fraudulent Trading Platform","https://investdigitalfx.com/
https://pacpb.com/p/contact",,,
255,"FX Star Limited
Global Asset Refund LLC
Cryptoxchangepro.com","The DFPI received a complaint from an out-of-state complainant who reported losing over $700,000 to the fraudulent crypto trading platform, FX Star Limited. After the incident, the complainant was approached by a company, Global Asset Refund, LLC, who claimed to provide asset recovery services. Global Asset Refund LLC claimed to trace the complainant’s assets to a Cryptoxchangepro.com using “dark technology”. The complainant reached out to Cryptoxchangeprop.com and was told that their funds could be withdrawn only if they paid a $100,000 fee to “mix” the coins. Since then, the complainant has been unable to recover their lost funds from either the trading platform, or the recovery company.","Fraudulent Trading Platform

Asset Recovery Scam",https://cryptoxchangepro.com/,,,
256,"https://korsankopya.com
(Entity Impersonationg Kiki Trade)","A California resident reported  being approached by a “Jenny” through the messenger app, LINE, who introduced the resident to a fraudulent trading platform at https://korsankopya.com. The two developed a friendship on LINE and after a month of conversation, Jenny began introducing the idea of investing in crypto. Initially, Jenny introduced the resident to a platform that appeared to be impersonating KikiTrade.com and showed how she was able to make a profit on the platform through crypto trading. After this, Jenny convinced the resident to open an account on https://korsankopya.com and place an initial deposit of $10,000. Under Jenny’s guidance, the resident traded on the platform was led to believe they were making profits. Later, Jenny pressured the resident to put more money into the platform to maximize their investment, indicating that she would contribute funds alongside the resident and that she would compensate the resident for any major losses. The resident ended up depositing another $680,000 and was led to believe that their balance grew to up to $2,940,000. However, the resident began experiencing problems on the platform once they attempted to withdraw funds.  For example, the resident received a notification to pay a 27% profit tax fee of $270,000 in order for them to withdraw funds. After making the payment, the platform asked the resident to pay an additional “risk deposit” of $300,000. Since then, the resident has not been able to recover funds from the platform and reports losing over $1,260,000 in total. 

This is not to be confused with the cryptocurrency platform Kiki Trade that operates the website at www.kikitrade.com","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam",https://korsankopya.com,,,
257,makerealscents.com,"A California resident reported receiving a message on Instagram from an influencer they followed with a link to a free “marketing course.” However, the link led the resident to a crypto trading website makerealscents.com.  After conversing with the influencer, the influencer convinced the resident to send $300 in crypto to the wallet address, bc1qplq9m3hn2w4gqlcvm0vttpmd79dycuprkyf85w, to begin trading. At some point, the resident’s bank contacted them saying someone was trying to make unauthorized transactions in their account, which the bank declined. The resident then learned that they had been dealing with someone impersonating the influencer they followed.","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam",makerealscents.com,,,
258,"Amgex OHN
amgexohn.com
amgexbry.com","Multiple California residents reported losing all access to the funds they invested in a purported cryptocurrency trading platform called Amgex.

The first California victim met an individual calling themselves “Emily” on WhatsApp who encouraged the victim to download the app at amgexohn.com. Emily advised the victim that her uncle was a professional trader with a team of about twenty people determining when to buy or sell crypto assets. Emily also appeared to deposit money into the victim’s account.

Relying on Emily’s advice, the victim made trades on Amgex and their account appeared to grow in value. However, Emily told the victim that her uncle needed $50,000 in order to continue providing advice. The victim stated that they no longer wished to continue trading on Amgex. When attempting to withdraw funds to their usual crypto wallet, the victim learned that customer support flagged the account and prevented withdrawals from taking place. Customer support asserted Emily’s account that made a deposit into the victim’s account was a “high risk” account and that the victim’s account was now suspected of participating in money laundering.

Amgex then demanded that the victim send photos of their ID card, bank transfer records, and a deposit of 10% of the victim’s purported balance on the platform. The victim declined and has not recovered their funds. 

Another California victim reported being contacted by a person named Anna on LinkedIn, who advised the victim to download the Amgex app at amgexbry.com. The victim deposited $152,500 into the Amgex app, and appeared to be earning profits based on the trading advice Anna provided them. 

When trying to withdraw funds, the victim’s account went into an “audit state” and they were unable to withdraw their funds. They have not been able to retrieve their funds.","Pig Butchering Scam

Fraudulent Trading Platform","https://amgexohn.com/
www.amgexohn.com
https://amgexali.com/h5#/home",,,
259,"Amgex OHN
amgexohn.com
amgexbry.com
(cont.)","A third California victim reported losing money after receiving an invitation on LinkedIn from a person named “Mollie,” who claimed to work at a well-known tech company. Impressed by her profile, the victim accepted her invitation, which led to Mollie encouraging them to join WhatsApp for further communication. Mollie then began persuading the victim to invest in cryptocurrency.

Unfamiliar with cryptocurrency, the victim relied on Mollie's guidance. She explained how crypto trading worked and presented herself as knowledgeable and professional. Mollie helped the victim set up accounts on multiple legitimate trading platforms, and AMGEX Trading platform, teaching them how to buy crypto using their bank account. To build trust, Mollie showed how much she had allegedly earned from trading in crypto, which convinced the victim to invest.

Following Mollie's instructions, the victim bought $1,000 worth of Ethereum (ETH) and transferred them to the AMGEX platform for trading. After earning $250, Mollie showed the victim how to withdraw from AMGEX and transfer the funds back to a legitimate crypto exchange, which was then sent to their bank account. Encouraged by this initial success, the victim transferred an additional $30,000 worth of crypto to AMGEX for further trading. Mollie even encouraged the victim to invest an additional $100,000, but they refused.

When the victim's account balance reached $241,000, they attempted to withdraw $1,000 in USDT. At this point, AMGEX froze the withdrawal and informed the victim that they needed to pay an authentication fee of 25% of their total assets, amounting to $53,353, before the funds could be released. Mollie insisted that the fee was a required to withdraw the funds.

The victim has not been able to recover their funds.","Pig Butchering Scam

Fraudulent Trading Platform","https://amgexohn.com/
www.amgexohn.com
https://amgexali.com/h5#/home",,,
260,"Amgex OHN
amgexohn.com
amgexbry.com
(cont.)","A fourth victim, an individual from Texas, met an individual calling themselves “Caitlin” on WhatsApp who convinced the victim that they would make a high rate of return on the Amgex platform. The victim downloaded the Amgex app on amgexali.com and deposited over $300,000-worth of Ethereum onto the platform. 

Initially, it appeared that their account balance increased. When the victim tried to retrieve their funds, the app prevented them from doing so and asserted they needed to “deal with [their] financial problems first.” Despite multiple attempts to withdrawfunds, the victim was unable to successfully retrieve any. 

The final Californian was contacted on WhatsApp, where a person named Ashley gained the victim’s trust by offering guidance in cryptocurrency trading. Ashley claimed to use AI and a team of analysts to generate profitable trades on the Amgex platform. Initially skeptical, the victim transferred $1,000 to Amgex and saw a 20% return, which encouraged them to invest more.

Over time, the victim transferred over $203,000, including funds from their IRA, to Amgex for trading. When they attempted to withdraw $200,000 to cover taxes, Amgex declined the requests, citing a need for a 30% withholding tax to be paid from an external wallet. Ashley supported Amgex’s claims, but it became clear to the victim that both Ashley and the platform were part of a coordinated action.

The victim learned that the US Financial Crimes Enforcement Network had issued a warning about Pig Butchering scams, determined they had fallen victim to one despite apparent profits.  Amgexohn.com and amgexbry.com are no longer operational.","Pig Butchering Scam

Fraudulent Trading Platform","https://amgexohn.com/
www.amgexohn.com
https://amgexali.com/h5#/home",,,
261,"Zaifint.net
cryptotableservice.com","Two consumers have complained about the trading platform called Zaifint.

The first consumer reported losing approximately $50,000.  An individual on social media contacted the consumer and introduced the consumer to a purported cryptocurrency exchange operating under the domain www.cryptotableservice.com, which later changed their site to Zaifinit.net.  

The second consumer reported losing approximately $1,000,000 when he transferred funds to Zaifinit.net.  The consumer’s account showed $0 and was later blocked from accessing their account.   

Both consumers reported they have not received any of their money, and the websites are no longer operational.","Pig Butchering Scam 

Fraudulent Trading Platform","http://cryptotableservice.com/
https://cryptotableservice.com/h5/
http://harordc.com/
https://m.zaifint.net/#/",,,
262,"Exmart Exchange
exmartexe.com","A California resident reported that they met an individual through text messages who introduced them to a purported cryptocurrency exchange operating under the domain name www.exmartexe.com.   At the direction of the person they met through text messages, the resident created an account on the exchange and transferred crypto assets to it.   But when they tried to withdraw funds from the account, the consumer was notified they needed to make a $5,000 deposit before any funds would be released. They were also asked to provide a copy of their driver license. The victim has since been unable to recuperate any of their funds and the website is no longer operational.","Pig Butchering Scam 

Fraudulent Trading Platform","www.exmartexe.com
https://exmartexe.com/",,,
263,"Spark RLV
www.sparkrlv.com","A Californian reported meeting a stranger online associated with the site sparkrlv.com who taught them how to send cryptocurrency to the site for trading.  The victim sent $110 to the site, expecting to receive $117 back.  However, the victim has been unable to recover their money, and the website is no longer operational.","Fraudulent Trading Platform

Pig Butchering Scam

Advance Fee Scam",www.sparkrlv.com,,,
